longitude,latitude,time,year,fid,original_class,class_crop_type,label_crop_type
38.97549404,49.56579347,2022-04-15,2022,463,Summer_cro,3,Summer crop
30.19992076,49.23031263,2022-04-15,2022,465,Summer_cro,3,Summer crop
33.30270597,45.43343512,2022-04-15,2022,466,Summer_cro,3,Summer crop
36.2645697,47.02349221,2022-04-15,2022,467,Summer_cro,3,Summer crop
33.6180703,50.98228983,2022-04-15,2022,469,Rapeseed,2,Rapeseed
39.68175055,49.27951024,2022-04-15,2022,470,Summer_cro,3,Summer crop
31.31315974,51.20623237,2022-04-15,2022,471,Summer_cro,3,Summer crop
39.16846036,48.50943502,2022-04-15,2022,473,Summer_cro,3,Summer crop
36.60641902,49.91441139,2022-04-15,2022,474,Winter_cer,1,Winter cereals
34.63373084,47.91643289,2022-04-15,2022,475,Summer_cro,3,Summer crop
37.84027288,49.54095318,2022-04-15,2022,478,Winter_cer,1,Winter cereals
37.91988047,47.12356748,2022-04-15,2022,480,Winter_cer,1,Winter cereals
34.54312888,49.16657249,2022-04-15,2022,481,Winter_cer,1,Winter cereals
28.92895151,45.69889151,2022-04-15,2022,482,Summer_cro,3,Summer crop
32.83899696,47.19604314,2022-04-15,2022,483,Rapeseed,2,Rapeseed
38.14995682,49.11151299,2022-04-15,2022,484,Summer_cro,3,Summer crop
31.6827077,46.95878877,2022-04-15,2022,485,Winter_cer,1,Winter cereals
34.37318644,46.62276422,2022-04-15,2022,486,Rapeseed,2,Rapeseed
35.10941686,46.96825495,2022-04-15,2022,487,Summer_cro,3,Summer crop
35.20426374,47.42981741,2022-04-15,2022,489,Summer_cro,3,Summer crop
35.85882239,47.15064527,2022-04-15,2022,490,Summer_cro,3,Summer crop
33.04402816,49.82340655,2022-04-15,2022,494,Winter_cer,1,Winter cereals
33.40546564,47.36600055,2022-04-15,2022,495,Rapeseed,2,Rapeseed
34.42979484,47.33922254,2022-04-15,2022,497,Rapeseed,2,Rapeseed
32.1560098,47.13856703,2022-04-15,2022,498,Rapeseed,2,Rapeseed
34.15341857,46.82540353,2022-04-15,2022,499,Winter_cer,1,Winter cereals
34.82523345,46.51484283,2022-04-15,2022,500,Rapeseed,2,Rapeseed
27.51685493,50.51483569,2022-04-15,2022,501,Rapeseed,2,Rapeseed
27.78335222,49.12179208,2022-04-15,2022,502,Rapeseed,2,Rapeseed
34.53608674,46.40764323,2022-04-15,2022,503,Rapeseed,2,Rapeseed
37.78617676,49.31929963,2022-04-15,2022,506,Summer_cro,3,Summer crop
24.43864046,50.90273019,2022-04-15,2022,507,Rapeseed,2,Rapeseed
35.74891571,47.46048771,2022-04-15,2022,508,Summer_cro,3,Summer crop
37.14754328,47.47648786,2022-04-15,2022,510,Winter_cer,1,Winter cereals
39.22581599,49.45105887,2022-04-15,2022,511,Summer_cro,3,Summer crop
30.09399337,48.28196865,2022-04-15,2022,513,Summer_cro,3,Summer crop
34.09455956,46.20650977,2022-04-15,2022,514,Winter_cer,1,Winter cereals
33.36804013,45.41541365,2022-04-15,2022,515,Summer_cro,3,Summer crop
33.60653347,47.36499111,2022-04-15,2022,516,Rapeseed,2,Rapeseed
35.17996378,47.27765018,2022-04-15,2022,517,Summer_cro,3,Summer crop
29.72537624,48.42878473,2022-04-15,2022,518,Summer_cro,3,Summer crop
34.46484918,47.01713504,2022-04-15,2022,519,Summer_cro,3,Summer crop
32.88142571,47.14109393,2022-04-15,2022,521,Summer_cro,3,Summer crop
31.1440659,48.49936354,2022-04-15,2022,522,Winter_cer,1,Winter cereals
34.55957456,46.95623535,2022-04-15,2022,524,Summer_cro,3,Summer crop
28.52508753,45.69288131,2022-04-15,2022,527,Winter_cer,1,Winter cereals
32.1644175,48.4530914,2022-04-15,2022,528,Rapeseed,2,Rapeseed
39.18996919,49.54951892,2022-04-15,2022,529,Summer_cro,3,Summer crop
35.14832406,46.57443194,2022-04-15,2022,531,Rapeseed,2,Rapeseed
34.07346479,46.73509864,2022-04-15,2022,532,Rapeseed,2,Rapeseed
35.69211632,46.88819125,2022-04-15,2022,533,Winter_cer,1,Winter cereals
32.68971971,48.26989516,2022-04-15,2022,534,Summer_cro,3,Summer crop
36.16031704,47.02438042,2022-04-15,2022,537,Winter_cer,1,Winter cereals
34.52389621,45.37110973,2022-04-15,2022,538,Winter_cer,1,Winter cereals
35.25541857,47.67810825,2022-04-15,2022,539,Winter_cer,1,Winter cereals
32.0232093,47.13625269,2022-04-15,2022,540,Summer_cro,3,Summer crop
34.13993443,48.34345784,2022-04-15,2022,541,Summer_cro,3,Summer crop
33.15317389,46.84990822,2022-04-15,2022,542,Rapeseed,2,Rapeseed
30.38105311,50.24527568,2022-04-15,2022,543,Summer_cro,3,Summer crop
29.41773742,49.89124794,2022-04-15,2022,544,Summer_cro,3,Summer crop
34.39390696,50.02651865,2022-04-15,2022,545,Summer_cro,3,Summer crop
30.90483553,47.7237049,2022-04-15,2022,546,Summer_cro,3,Summer crop
34.02075155,47.22894363,2022-04-15,2022,547,Summer_cro,3,Summer crop
26.92931459,50.72042395,2022-04-15,2022,548,Winter_cer,1,Winter cereals
24.40493802,50.42102766,2022-04-15,2022,549,Rapeseed,2,Rapeseed
33.73770659,47.21115999,2022-04-15,2022,550,Summer_cro,3,Summer crop
32.34491277,46.16407867,2022-04-15,2022,551,Summer_cro,3,Summer crop
24.98163094,49.525931,2022-04-15,2022,552,Rapeseed,2,Rapeseed
34.00735215,48.92263588,2022-04-15,2022,554,Winter_cer,1,Winter cereals
36.26580284,50.34625598,2022-04-15,2022,555,Rapeseed,2,Rapeseed
32.62826683,45.47559,2022-04-15,2022,556,Summer_cro,3,Summer crop
34.56826804,46.77585184,2022-04-15,2022,557,Rapeseed,2,Rapeseed
32.27419903,47.39052363,2022-04-15,2022,558,Winter_cer,1,Winter cereals
25.01799083,49.10547609,2022-04-15,2022,559,Summer_cro,3,Summer crop
35.49849289,45.23577993,2022-04-15,2022,561,Winter_cer,1,Winter cereals
30.23101719,46.63475732,2022-04-15,2022,562,Summer_cro,3,Summer crop
39.33442837,49.34887978,2022-04-15,2022,563,Summer_cro,3,Summer crop
32.67672798,46.41186269,2022-04-15,2022,564,Winter_cer,1,Winter cereals
32.89524101,48.30237397,2022-04-15,2022,565,Summer_cro,3,Summer crop
37.08755003,49.84510336,2022-04-15,2022,567,Winter_cer,1,Winter cereals
34.45934505,47.35149338,2022-04-15,2022,569,Rapeseed,2,Rapeseed
36.13413207,47.23019508,2022-04-15,2022,570,Rapeseed,2,Rapeseed
26.86454531,48.84364904,2022-04-15,2022,572,Summer_cro,3,Summer crop
27.46643885,50.10283229,2022-04-15,2022,573,Rapeseed,2,Rapeseed
31.418724,46.69634288,2022-04-15,2022,574,Rapeseed,2,Rapeseed
30.96638784,49.72482681,2022-04-15,2022,575,Winter_cer,1,Winter cereals
25.30858006,49.64458015,2022-04-15,2022,576,Summer_cro,3,Summer crop
38.26330148,49.52404863,2022-04-15,2022,578,Rapeseed,2,Rapeseed
36.53687632,49.16931776,2022-04-15,2022,579,Summer_cro,3,Summer crop
29.82252497,48.1406202,2022-04-15,2022,581,Summer_cro,3,Summer crop
37.45118143,48.0670088,2022-04-15,2022,582,Summer_cro,3,Summer crop
37.14951886,47.97585729,2022-04-15,2022,583,Summer_cro,3,Summer crop
36.15738413,48.0866311,2022-04-15,2022,585,Summer_cro,3,Summer crop
28.90137558,49.94163488,2022-04-15,2022,590,Summer_cro,3,Summer crop
34.84216593,50.73323989,2022-04-15,2022,591,Summer_cro,3,Summer crop
24.17929042,50.79414724,2022-04-15,2022,594,Rapeseed,2,Rapeseed
29.89504165,49.84023593,2022-04-15,2022,595,Rapeseed,2,Rapeseed
33.64537426,48.6203723,2022-04-15,2022,597,Winter_cer,1,Winter cereals
34.87771224,45.15775608,2022-04-15,2022,598,Summer_cro,3,Summer crop
36.57104689,48.41476987,2022-04-15,2022,599,Rapeseed,2,Rapeseed
29.07515596,45.46940459,2022-04-15,2022,601,Summer_cro,3,Summer crop
37.03057171,47.71486516,2022-04-15,2022,602,Summer_cro,3,Summer crop
33.37709746,47.18749254,2022-04-15,2022,603,Summer_cro,3,Summer crop
31.83817778,47.22360653,2022-04-15,2022,604,Winter_cer,1,Winter cereals
33.98725466,46.85466528,2022-04-15,2022,605,Rapeseed,2,Rapeseed
30.18995635,46.0775253,2022-04-15,2022,606,Summer_cro,3,Summer crop
32.61212434,47.3257495,2022-04-15,2022,607,Rapeseed,2,Rapeseed
34.35442079,45.64547719,2022-04-15,2022,608,Summer_cro,3,Summer crop
30.8719207,47.44068213,2022-04-15,2022,609,Winter_cer,1,Winter cereals
36.76884093,46.95096006,2022-04-15,2022,610,Summer_cro,3,Summer crop
37.24622683,47.56188226,2022-04-15,2022,612,Summer_cro,3,Summer crop
38.14484102,47.690828,2022-04-15,2022,613,Winter_cer,1,Winter cereals
39.22823754,49.02794308,2022-04-15,2022,614,Summer_cro,3,Summer crop
35.75596469,47.17903793,2022-04-15,2022,616,Summer_cro,3,Summer crop
38.02311412,49.37647468,2022-04-15,2022,617,Winter_cer,1,Winter cereals
34.10629796,45.43519286,2022-04-15,2022,619,Summer_cro,3,Summer crop
25.83844891,49.30199344,2022-04-15,2022,620,Summer_cro,3,Summer crop
30.80223896,47.40081116,2022-04-15,2022,623,Winter_cer,1,Winter cereals
39.11436987,49.73400451,2022-04-15,2022,625,Winter_cer,1,Winter cereals
29.59138498,51.12460049,2022-04-15,2022,626,Rapeseed,2,Rapeseed
34.13237884,45.26194416,2022-04-15,2022,627,Summer_cro,3,Summer crop
26.45568078,51.45639968,2022-04-15,2022,628,Summer_cro,3,Summer crop
34.74689507,46.26339187,2022-04-15,2022,629,Rapeseed,2,Rapeseed
34.67270382,46.7596229,2022-04-15,2022,631,Winter_cer,1,Winter cereals
29.90555065,49.74932386,2022-04-15,2022,633,Winter_cer,1,Winter cereals
34.80167668,46.21247129,2022-04-15,2022,635,Summer_cro,3,Summer crop
33.76723213,49.97863819,2022-04-15,2022,636,Winter_cer,1,Winter cereals
28.08756876,48.64773532,2022-04-15,2022,637,Summer_cro,3,Summer crop
27.65946888,50.05592917,2022-04-15,2022,638,Rapeseed,2,Rapeseed
36.01701863,47.39516631,2022-04-15,2022,639,Winter_cer,1,Winter cereals
37.76112226,48.22379445,2022-04-15,2022,641,Winter_cer,1,Winter cereals
28.07774982,48.85359542,2022-04-15,2022,642,Summer_cro,3,Summer crop
34.21088311,46.75196751,2022-04-15,2022,643,Rapeseed,2,Rapeseed
36.71077378,49.5472407,2022-04-15,2022,644,Summer_cro,3,Summer crop
25.43853079,50.98986708,2022-04-15,2022,645,Rapeseed,2,Rapeseed
37.32470907,47.29718185,2022-04-15,2022,646,Winter_cer,1,Winter cereals
36.75319505,48.32317144,2022-04-15,2022,647,Summer_cro,3,Summer crop
31.92212034,48.6357336,2022-04-15,2022,649,Summer_cro,3,Summer crop
28.69871267,49.22086864,2022-04-15,2022,651,Summer_cro,3,Summer crop
27.93854475,49.68141697,2022-04-15,2022,652,Summer_cro,3,Summer crop
34.08950855,46.85648104,2022-04-15,2022,653,Winter_cer,1,Winter cereals
37.86593293,49.63802596,2022-04-15,2022,654,Summer_cro,3,Summer crop
33.01557009,47.07922599,2022-04-15,2022,655,Rapeseed,2,Rapeseed
34.36593829,48.1610419,2022-04-15,2022,656,Winter_cer,1,Winter cereals
36.80084628,49.58846041,2022-04-15,2022,657,Summer_cro,3,Summer crop
37.3488677,50.32789832,2022-04-15,2022,658,Summer_cro,3,Summer crop
34.7783944,45.53482373,2022-04-15,2022,659,Rapeseed,2,Rapeseed
35.81947708,48.41801289,2022-04-15,2022,660,Rapeseed,2,Rapeseed
34.15535866,47.3822008,2022-04-15,2022,661,Summer_cro,3,Summer crop
30.62574544,48.81696527,2022-04-15,2022,665,Rapeseed,2,Rapeseed
33.70439068,50.66804191,2022-04-15,2022,667,Summer_cro,3,Summer crop
25.26673682,49.69885103,2022-04-15,2022,668,Rapeseed,2,Rapeseed
39.86122488,48.85916989,2022-04-15,2022,669,Winter_cer,1,Winter cereals
31.57995986,49.35659925,2022-04-15,2022,670,Winter_cer,1,Winter cereals
35.53491911,46.54224696,2022-04-15,2022,671,Rapeseed,2,Rapeseed
29.97335135,48.42639696,2022-04-15,2022,672,Summer_cro,3,Summer crop
28.36637488,49.74046202,2022-04-15,2022,674,Summer_cro,3,Summer crop
37.06798864,47.32110886,2022-04-15,2022,675,Winter_cer,1,Winter cereals
34.85314145,49.61584176,2022-04-15,2022,677,Summer_cro,3,Summer crop
36.85144017,47.10366468,2022-04-15,2022,678,Winter_cer,1,Winter cereals
25.67914933,49.16219963,2022-04-15,2022,679,Rapeseed,2,Rapeseed
34.27987794,46.86897703,2022-04-15,2022,680,Rapeseed,2,Rapeseed
36.78803049,47.00762877,2022-04-15,2022,681,Rapeseed,2,Rapeseed
32.34065287,47.24715823,2022-04-15,2022,682,Winter_cer,1,Winter cereals
25.88964685,49.72124479,2022-04-15,2022,683,Summer_cro,3,Summer crop
29.96576876,49.36444252,2022-04-15,2022,686,Rapeseed,2,Rapeseed
35.45051299,47.90744042,2022-04-15,2022,690,Winter_cer,1,Winter cereals
33.62578343,46.75582163,2022-04-15,2022,692,Rapeseed,2,Rapeseed
35.49363366,50.22953075,2022-04-15,2022,693,Winter_cer,1,Winter cereals
36.61515699,46.9795492,2022-04-15,2022,695,Rapeseed,2,Rapeseed
28.0329419,48.93597729,2022-04-15,2022,696,Rapeseed,2,Rapeseed
29.98791598,48.6924114,2022-04-15,2022,697,Summer_cro,3,Summer crop
34.64131376,46.1828011,2022-04-15,2022,698,Summer_cro,3,Summer crop
36.5500437,50.11522198,2022-04-15,2022,700,Summer_cro,3,Summer crop
34.04786255,46.8533777,2022-04-15,2022,701,Rapeseed,2,Rapeseed
34.59308445,48.09932819,2022-04-15,2022,702,Summer_cro,3,Summer crop
33.99040056,46.36968425,2022-04-15,2022,703,Summer_cro,3,Summer crop
35.99415381,48.70224238,2022-04-15,2022,704,Summer_cro,3,Summer crop
31.51732859,48.50339946,2022-04-15,2022,705,Summer_cro,3,Summer crop
36.54358507,46.91420088,2022-04-15,2022,706,Rapeseed,2,Rapeseed
26.70993906,48.73009529,2022-04-15,2022,707,Rapeseed,2,Rapeseed
33.09036221,49.54396456,2022-04-15,2022,708,Winter_cer,1,Winter cereals
38.05186874,47.54262681,2022-04-15,2022,710,Summer_cro,3,Summer crop
35.89540729,47.85481296,2022-04-15,2022,711,Rapeseed,2,Rapeseed
23.8106401,51.51978078,2022-04-15,2022,712,Summer_cro,3,Summer crop
32.37252445,48.83564334,2022-04-15,2022,713,Winter_cer,1,Winter cereals
28.11285957,49.80929523,2022-04-15,2022,714,Summer_cro,3,Summer crop
33.31440266,46.47086924,2022-04-15,2022,715,Summer_cro,3,Summer crop
37.24522708,47.06932619,2022-04-15,2022,716,Summer_cro,3,Summer crop
33.60937021,49.47157478,2022-04-15,2022,719,Rapeseed,2,Rapeseed
32.12864129,46.74225837,2022-04-15,2022,720,Winter_cer,1,Winter cereals
34.9072957,46.64866126,2022-04-15,2022,721,Winter_cer,1,Winter cereals
34.50858453,46.3720655,2022-04-15,2022,722,Rapeseed,2,Rapeseed
32.19866137,46.31732688,2022-04-15,2022,723,Rapeseed,2,Rapeseed
32.99671973,46.44014674,2022-04-15,2022,725,Rapeseed,2,Rapeseed
36.67445857,46.87521022,2022-04-15,2022,726,Rapeseed,2,Rapeseed
33.36230499,48.60428424,2022-04-15,2022,728,Rapeseed,2,Rapeseed
33.28070304,48.96193239,2022-04-15,2022,729,Summer_cro,3,Summer crop
35.79190567,47.30718282,2022-04-15,2022,730,Rapeseed,2,Rapeseed
35.19300005,46.70226691,2022-04-15,2022,732,Rapeseed,2,Rapeseed
22.31626845,48.56064955,2022-04-15,2022,733,Summer_cro,3,Summer crop
34.6845669,49.20795177,2022-04-15,2022,734,Summer_cro,3,Summer crop
34.48463381,46.74530803,2022-04-15,2022,735,Rapeseed,2,Rapeseed
26.26589386,49.90392292,2022-04-15,2022,737,Winter_cer,1,Winter cereals
33.739309,47.22069625,2022-04-15,2022,738,Summer_cro,3,Summer crop
37.31801362,47.37753955,2022-04-15,2022,739,Summer_cro,3,Summer crop
37.02774781,49.68013292,2022-04-15,2022,741,Summer_cro,3,Summer crop
37.9752013,47.87108068,2022-04-15,2022,742,Winter_cer,1,Winter cereals
29.00323602,45.6701819,2022-04-15,2022,744,Winter_cer,1,Winter cereals
36.65477525,49.23290318,2022-04-15,2022,745,Summer_cro,3,Summer crop
36.67353379,49.45166282,2022-04-15,2022,747,Winter_cer,1,Winter cereals
37.88078922,49.50200486,2022-04-15,2022,749,Rapeseed,2,Rapeseed
36.16907493,47.93489832,2022-04-15,2022,751,Rapeseed,2,Rapeseed
33.86491283,47.00193954,2022-04-15,2022,752,Summer_cro,3,Summer crop
24.75094681,49.58938253,2022-04-15,2022,753,Rapeseed,2,Rapeseed
25.04724386,51.04096365,2022-04-15,2022,754,Summer_cro,3,Summer crop
37.15001413,47.82022746,2022-04-15,2022,755,Summer_cro,3,Summer crop
39.18001379,49.14410378,2022-04-15,2022,756,Rapeseed,2,Rapeseed
34.6958741,48.25490806,2022-04-15,2022,757,Winter_cer,1,Winter cereals
34.0810858,46.92452367,2022-04-15,2022,758,Rapeseed,2,Rapeseed
36.11969174,47.16781099,2022-04-15,2022,759,Rapeseed,2,Rapeseed
33.28156526,46.91826063,2022-04-15,2022,760,Winter_cer,1,Winter cereals
25.40991126,49.98776144,2022-04-15,2022,763,Summer_cro,3,Summer crop
34.72313509,46.92724914,2022-04-15,2022,764,Rapeseed,2,Rapeseed
39.68226642,48.02439166,2022-04-15,2022,768,Winter_cer,1,Winter cereals
31.43669799,50.98610766,2022-04-15,2022,769,Rapeseed,2,Rapeseed
33.6538929,46.82571254,2022-04-15,2022,771,Rapeseed,2,Rapeseed
32.46050234,46.7825741,2022-04-15,2022,772,Winter_cer,1,Winter cereals
36.57369924,46.78216208,2022-04-15,2022,773,Summer_cro,3,Summer crop
26.17208731,49.36502923,2022-04-15,2022,774,Rapeseed,2,Rapeseed
33.64243163,46.64655372,2022-04-15,2022,775,Rapeseed,2,Rapeseed
34.65640336,47.00357907,2022-04-15,2022,776,Summer_cro,3,Summer crop
32.11297957,47.37860448,2022-04-15,2022,777,Summer_cro,3,Summer crop
37.05864736,48.18356895,2022-04-15,2022,778,Rapeseed,2,Rapeseed
32.19275765,50.30169534,2022-04-15,2022,779,Summer_cro,3,Summer crop
35.17091677,46.42125375,2022-04-15,2022,780,Summer_cro,3,Summer crop
34.14201048,50.31025588,2022-04-15,2022,782,Winter_cer,1,Winter cereals
29.66579369,48.91796437,2022-04-15,2022,783,Summer_cro,3,Summer crop
36.50476839,47.14071601,2022-04-15,2022,786,Summer_cro,3,Summer crop
35.20535997,46.6574226,2022-04-15,2022,787,Winter_cer,1,Winter cereals
36.23358966,48.19288788,2022-04-15,2022,788,Rapeseed,2,Rapeseed
31.62775855,49.93871714,2022-04-15,2022,789,Summer_cro,3,Summer crop
23.10687651,49.82756799,2022-04-15,2022,791,Summer_cro,3,Summer crop
35.83474968,49.24730604,2022-04-15,2022,792,Rapeseed,2,Rapeseed
34.72516199,46.89537849,2022-04-15,2022,794,Summer_cro,3,Summer crop
23.83817339,49.6216905,2022-04-15,2022,796,Rapeseed,2,Rapeseed
28.79577902,45.60433023,2022-04-15,2022,797,Winter_cer,1,Winter cereals
34.93076479,46.99300757,2022-04-15,2022,798,Winter_cer,1,Winter cereals
34.73349102,45.2136339,2022-04-15,2022,799,Summer_cro,3,Summer crop
32.09959794,46.84952705,2022-04-15,2022,802,Summer_cro,3,Summer crop
32.81188216,47.57094038,2022-04-15,2022,804,Winter_cer,1,Winter cereals
33.23538416,45.60659352,2022-04-15,2022,805,Summer_cro,3,Summer crop
35.03060663,46.67033992,2022-04-15,2022,806,Summer_cro,3,Summer crop
39.49511461,48.05923598,2022-04-15,2022,808,Winter_cer,1,Winter cereals
34.19325148,46.9592036,2022-04-15,2022,809,Winter_cer,1,Winter cereals
25.05075986,48.60103323,2022-04-15,2022,810,Winter_cer,1,Winter cereals
25.47457907,49.8192928,2022-04-15,2022,812,Rapeseed,2,Rapeseed
34.59182682,47.16136092,2022-04-15,2022,813,Winter_cer,1,Winter cereals
34.5586319,45.42975867,2022-04-15,2022,814,Winter_cer,1,Winter cereals
33.09374951,47.76631305,2022-04-15,2022,815,Winter_cer,1,Winter cereals
33.61325223,45.55825067,2022-04-15,2022,816,Rapeseed,2,Rapeseed
35.42042135,50.70533522,2022-04-15,2022,817,Summer_cro,3,Summer crop
37.07951173,47.48709703,2022-04-15,2022,818,Winter_cer,1,Winter cereals
29.65711283,48.91632458,2022-04-15,2022,819,Summer_cro,3,Summer crop
38.49062282,49.38152137,2022-04-15,2022,820,Summer_cro,3,Summer crop
36.05482231,46.76654265,2022-04-15,2022,821,Summer_cro,3,Summer crop
31.78935825,48.74514759,2022-04-15,2022,823,Winter_cer,1,Winter cereals
34.83185891,48.83553791,2022-04-15,2022,824,Rapeseed,2,Rapeseed
29.56156066,46.0152283,2022-04-15,2022,826,Winter_cer,1,Winter cereals
34.63759047,47.34787899,2022-04-15,2022,827,Rapeseed,2,Rapeseed
34.68347004,48.82668777,2022-04-15,2022,828,Winter_cer,1,Winter cereals
37.86534163,48.87054547,2022-04-15,2022,829,Summer_cro,3,Summer crop
35.55926974,46.71351888,2022-04-15,2022,830,Winter_cer,1,Winter cereals
34.50296062,46.62502506,2022-04-15,2022,831,Summer_cro,3,Summer crop
35.94958726,47.77392443,2022-04-15,2022,832,Rapeseed,2,Rapeseed
38.06210194,49.32044339,2022-04-15,2022,833,Summer_cro,3,Summer crop
33.85855982,46.74085917,2022-04-15,2022,836,Winter_cer,1,Winter cereals
33.42665753,45.65183972,2022-04-15,2022,837,Summer_cro,3,Summer crop
32.64792166,47.72474762,2022-04-15,2022,839,Winter_cer,1,Winter cereals
38.95549562,49.1540435,2022-04-15,2022,840,Summer_cro,3,Summer crop
33.61897468,48.56293556,2022-04-15,2022,841,Rapeseed,2,Rapeseed
33.78863014,45.8114328,2022-04-15,2022,842,Rapeseed,2,Rapeseed
36.41798302,47.19925655,2022-04-15,2022,843,Summer_cro,3,Summer crop
30.71356619,47.33863314,2022-04-15,2022,844,Winter_cer,1,Winter cereals
34.79021794,46.20097717,2022-04-15,2022,846,Rapeseed,2,Rapeseed
32.76327009,47.09026317,2022-04-15,2022,848,Summer_cro,3,Summer crop
34.93790751,45.27870103,2022-04-15,2022,849,Summer_cro,3,Summer crop
36.05663629,46.95955482,2023-04-15,2023,1,Winter_cer,1,Winter cereals
33.75727454,44.6278222,2023-04-15,2023,2,Winter_cer,1,Winter cereals
36.32175478,46.91127492,2023-04-15,2023,3,Summer_cro,3,Summer crop
34.33501883,45.83448318,2023-04-15,2023,5,Winter_cer,1,Winter cereals
27.85749291,49.85764063,2023-04-15,2023,6,Summer_cro,3,Summer crop
35.64619395,46.84324816,2023-04-15,2023,7,Rapeseed,2,Rapeseed
33.25158451,45.29127017,2023-04-15,2023,10,Winter_cer,1,Winter cereals
24.79463264,49.69137171,2023-04-15,2023,11,Rapeseed,2,Rapeseed
26.7931097,49.47489213,2023-04-15,2023,14,Summer_cro,3,Summer crop
39.60292063,47.85487956,2023-04-15,2023,16,Summer_cro,3,Summer crop
35.93681714,47.17582479,2023-04-15,2023,19,Summer_cro,3,Summer crop
30.09368105,48.19529715,2023-04-15,2023,21,Winter_cer,1,Winter cereals
29.90417827,48.58197694,2023-04-15,2023,23,Summer_cro,3,Summer crop
29.41983315,49.3085564,2023-04-15,2023,25,Summer_cro,3,Summer crop
34.02272497,46.26584586,2023-04-15,2023,26,Rapeseed,2,Rapeseed
39.0042993,49.40816766,2023-04-15,2023,32,Summer_cro,3,Summer crop
28.78409483,45.52277583,2023-04-15,2023,33,Rapeseed,2,Rapeseed
33.42261,50.49476383,2023-04-15,2023,34,Summer_cro,3,Summer crop
32.67039395,46.16145914,2023-04-15,2023,36,Winter_cer,1,Winter cereals
37.28991408,47.21935738,2023-04-15,2023,38,Summer_cro,3,Summer crop
26.96311347,49.86448702,2023-04-15,2023,39,Rapeseed,2,Rapeseed
28.8165972,45.7831133,2023-04-15,2023,40,Winter_cer,1,Winter cereals
25.90782295,51.08858818,2023-04-15,2023,42,Summer_cro,3,Summer crop
34.4999992,47.40752843,2023-04-15,2023,45,Rapeseed,2,Rapeseed
37.94295386,49.93355105,2023-04-15,2023,46,Summer_cro,3,Summer crop
35.94194775,49.19262799,2023-04-15,2023,47,Rapeseed,2,Rapeseed
34.53334877,48.13358798,2023-04-15,2023,50,Summer_cro,3,Summer crop
28.55774775,48.90861281,2023-04-15,2023,53,Summer_cro,3,Summer crop
37.7879397,47.19362798,2023-04-15,2023,54,Winter_cer,1,Winter cereals
35.69982125,45.15174954,2023-04-15,2023,58,Winter_cer,1,Winter cereals
31.01563864,48.30772642,2023-04-15,2023,59,Summer_cro,3,Summer crop
39.79961892,49.24973149,2023-04-15,2023,61,Winter_cer,1,Winter cereals
38.18963137,47.14594141,2023-04-15,2023,62,Winter_cer,1,Winter cereals
28.74593961,50.09286416,2023-04-15,2023,63,Summer_cro,3,Summer crop
24.59508408,51.01253292,2023-04-15,2023,64,Winter_cer,1,Winter cereals
35.50444496,46.47121346,2023-04-15,2023,66,Winter_cer,1,Winter cereals
33.23900808,46.31836514,2023-04-15,2023,67,Rapeseed,2,Rapeseed
36.69645341,48.2673045,2023-04-15,2023,68,Summer_cro,3,Summer crop
38.50034664,49.65793921,2023-04-15,2023,69,Summer_cro,3,Summer crop
34.72164966,47.34008159,2023-04-15,2023,70,Rapeseed,2,Rapeseed
33.84352942,45.76560212,2023-04-15,2023,72,Rapeseed,2,Rapeseed
33.19566595,50.05510204,2023-04-15,2023,74,Rapeseed,2,Rapeseed
34.42616297,45.16222596,2023-04-15,2023,75,Winter_cer,1,Winter cereals
30.68271366,46.91951103,2023-04-15,2023,77,Summer_cro,3,Summer crop
35.17670873,47.26679318,2023-04-15,2023,78,Summer_cro,3,Summer crop
35.68059615,47.85848075,2023-04-15,2023,80,Summer_cro,3,Summer crop
34.05940399,47.74848497,2023-04-15,2023,81,Rapeseed,2,Rapeseed
33.92758694,50.70851125,2023-04-15,2023,82,Summer_cro,3,Summer crop
29.06295938,48.82436956,2023-04-15,2023,84,Winter_cer,1,Winter cereals
33.83323769,46.64830619,2023-04-15,2023,86,Winter_cer,1,Winter cereals
31.78556412,49.17605589,2023-04-15,2023,87,Summer_cro,3,Summer crop
27.02878003,49.87015636,2023-04-15,2023,89,Summer_cro,3,Summer crop
29.51145383,45.71374692,2023-04-15,2023,91,Winter_cer,1,Winter cereals
36.83557965,49.03686098,2023-04-15,2023,92,Winter_cer,1,Winter cereals
36.83185673,47.31393513,2023-04-15,2023,93,Winter_cer,1,Winter cereals
32.55771006,47.15962934,2023-04-15,2023,95,Summer_cro,3,Summer crop
38.02792277,47.92265422,2023-04-15,2023,96,Summer_cro,3,Summer crop
30.31448392,48.49265581,2023-04-15,2023,98,Winter_cer,1,Winter cereals
36.98376591,47.33618942,2023-04-15,2023,100,Rapeseed,2,Rapeseed
35.31655002,47.73022686,2023-04-15,2023,104,Rapeseed,2,Rapeseed
35.06070402,47.98362594,2023-04-15,2023,105,Summer_cro,3,Summer crop
33.85007751,50.65529488,2023-04-15,2023,107,Summer_cro,3,Summer crop
35.87312254,48.86489519,2023-04-15,2023,110,Summer_cro,3,Summer crop
37.30026615,48.37797815,2023-04-15,2023,114,Winter_cer,1,Winter cereals
34.72941544,46.77667204,2023-04-15,2023,116,Winter_cer,1,Winter cereals
36.84661033,47.31309467,2023-04-15,2023,117,Summer_cro,3,Summer crop
