longitude,latitude,time,year,original_class,class_cropland_full,label_cropland_full
35.49705075,50.1277101,2022-04-15,2022,Fallow,4,Fallow
35.49705075,50.1277101,2023-04-15,2023,Cultivated,1,Cropland
35.49705075,50.1277101,2024-04-15,2024,Cultivated,1,Cropland
37.81728798,48.6943881,2021-04-15,2021,Cultivated,1,Cropland
37.81728798,48.6943881,2022-04-15,2022,Cultivated,1,Cropland
37.81728798,48.6943881,2023-04-15,2023,Abandoned,3,Abandoned
37.81728798,48.6943881,2024-04-15,2024,Abandoned,3,Abandoned
37.34390624,48.3489844,2021-04-15,2021,Non-crop,2,Non-cropland
37.34390624,48.3489844,2022-04-15,2022,Non-crop,2,Non-cropland
37.34390624,48.3489844,2023-04-15,2023,Non-crop,2,Non-cropland
37.34390624,48.3489844,2024-04-15,2024,Non-crop,2,Non-cropland
33.7542586,47.1972874,2021-04-15,2021,Non-crop,2,Non-cropland
33.7542586,47.1972874,2022-04-15,2022,Non-crop,2,Non-cropland
33.7542586,47.1972874,2023-04-15,2023,Non-crop,2,Non-cropland
33.7542586,47.1972874,2024-04-15,2024,Non-crop,2,Non-cropland
37.43424827,48.09712522,2021-04-15,2021,Non-crop,2,Non-cropland
37.43424827,48.09712522,2022-04-15,2022,Non-crop,2,Non-cropland
37.43424827,48.09712522,2023-04-15,2023,Non-crop,2,Non-cropland
37.43424827,48.09712522,2024-04-15,2024,Non-crop,2,Non-cropland
37.23920413,48.32150136,2021-04-15,2021,Non-crop,2,Non-cropland
37.23920413,48.32150136,2022-04-15,2022,Non-crop,2,Non-cropland
37.23920413,48.32150136,2023-04-15,2023,Non-crop,2,Non-cropland
37.23920413,48.32150136,2024-04-15,2024,Non-crop,2,Non-cropland
34.76933276,50.88380549,2021-04-15,2021,Non-crop,2,Non-cropland
34.76933276,50.88380549,2022-04-15,2022,Non-crop,2,Non-cropland
34.76933276,50.88380549,2023-04-15,2023,Non-crop,2,Non-cropland
34.76933276,50.88380549,2024-04-15,2024,Non-crop,2,Non-cropland
37.79490619,48.67589923,2021-04-15,2021,Non-crop,2,Non-cropland
37.79490619,48.67589923,2022-04-15,2022,Non-crop,2,Non-cropland
37.79490619,48.67589923,2023-04-15,2023,Non-crop,2,Non-cropland
37.79490619,48.67589923,2024-04-15,2024,Non-crop,2,Non-cropland
37.83301493,49.13791877,2021-04-15,2021,Cultivated,1,Cropland
37.83301493,49.13791877,2022-04-15,2022,Cultivated,1,Cropland
37.83301493,49.13791877,2023-04-15,2023,Abandoned,3,Abandoned
37.83301493,49.13791877,2024-04-15,2024,Abandoned,3,Abandoned
36.84040619,50.08714062,2021-04-15,2021,Non-crop,2,Non-cropland
36.84040619,50.08714062,2022-04-15,2022,Non-crop,2,Non-cropland
36.84040619,50.08714062,2023-04-15,2023,Non-crop,2,Non-cropland
36.84040619,50.08714062,2024-04-15,2024,Non-crop,2,Non-cropland
37.53073451,48.78302086,2021-04-15,2021,Non-crop,2,Non-cropland
37.53073451,48.78302086,2022-04-15,2022,Non-crop,2,Non-cropland
37.53073451,48.78302086,2023-04-15,2023,Non-crop,2,Non-cropland
37.53073451,48.78302086,2024-04-15,2024,Non-crop,2,Non-cropland
38.24858897,48.87657352,2021-04-15,2021,Non-crop,2,Non-cropland
38.24858897,48.87657352,2022-04-15,2022,Non-crop,2,Non-cropland
38.24858897,48.87657352,2023-04-15,2023,Non-crop,2,Non-cropland
38.24858897,48.87657352,2024-04-15,2024,Non-crop,2,Non-cropland
37.88823173,48.18772757,2021-04-15,2021,Non-crop,2,Non-cropland
37.88823173,48.18772757,2022-04-15,2022,Non-crop,2,Non-cropland
37.88823173,48.18772757,2023-04-15,2023,Non-crop,2,Non-cropland
37.88823173,48.18772757,2024-04-15,2024,Non-crop,2,Non-cropland
35.87775905,48.6265376,2021-04-15,2021,Non-crop,2,Non-cropland
35.87775905,48.6265376,2022-04-15,2022,Non-crop,2,Non-cropland
35.87775905,48.6265376,2023-04-15,2023,Non-crop,2,Non-cropland
35.87775905,48.6265376,2024-04-15,2024,Non-crop,2,Non-cropland
33.22055519,46.81860827,2021-04-15,2021,Non-crop,2,Non-cropland
33.22055519,46.81860827,2022-04-15,2022,Non-crop,2,Non-cropland
33.22055519,46.81860827,2023-04-15,2023,Non-crop,2,Non-cropland
33.22055519,46.81860827,2024-04-15,2024,Non-crop,2,Non-cropland
36.58364944,47.82003566,2021-04-15,2021,Cultivated,1,Cropland
36.58364944,47.82003566,2022-04-15,2022,Abandoned,3,Abandoned
36.58364944,47.82003566,2023-04-15,2023,Abandoned,3,Abandoned
36.58364944,47.82003566,2024-04-15,2024,Abandoned,3,Abandoned
35.04095355,50.3687396,2021-04-15,2021,Non-crop,2,Non-cropland
35.04095355,50.3687396,2022-04-15,2022,Non-crop,2,Non-cropland
35.04095355,50.3687396,2023-04-15,2023,Non-crop,2,Non-cropland
35.04095355,50.3687396,2024-04-15,2024,Non-crop,2,Non-cropland
37.74079269,47.8952567,2021-04-15,2021,Cultivated,1,Cropland
37.74079269,47.8952567,2022-04-15,2022,Cultivated,1,Cropland
37.74079269,47.8952567,2023-04-15,2023,Abandoned,3,Abandoned
37.74079269,47.8952567,2024-04-15,2024,Abandoned,3,Abandoned
36.53079499,47.8510794,2021-04-15,2021,Cultivated,1,Cropland
36.53079499,47.8510794,2022-04-15,2022,Cultivated,1,Cropland
36.53079499,47.8510794,2023-04-15,2023,Cultivated,1,Cropland
36.53079499,47.8510794,2024-04-15,2024,Cultivated,1,Cropland
35.6039253,47.55102545,2021-04-15,2021,Cultivated,1,Cropland
35.6039253,47.55102545,2022-04-15,2022,Abandoned,3,Abandoned
35.6039253,47.55102545,2023-04-15,2023,Abandoned,3,Abandoned
35.6039253,47.55102545,2024-04-15,2024,Abandoned,3,Abandoned
36.72993988,49.79919348,2021-04-15,2021,Non-crop,2,Non-cropland
36.72993988,49.79919348,2022-04-15,2022,Non-crop,2,Non-cropland
36.72993988,49.79919348,2023-04-15,2023,Non-crop,2,Non-cropland
36.72993988,49.79919348,2024-04-15,2024,Non-crop,2,Non-cropland
33.93817249,47.53602152,2021-04-15,2021,Non-crop,2,Non-cropland
33.93817249,47.53602152,2022-04-15,2022,Non-crop,2,Non-cropland
33.93817249,47.53602152,2023-04-15,2023,Non-crop,2,Non-cropland
33.93817249,47.53602152,2024-04-15,2024,Non-crop,2,Non-cropland
37.87445533,49.42279549,2021-04-15,2021,Cultivated,1,Cropland
37.87445533,49.42279549,2022-04-15,2022,Abandoned,3,Abandoned
37.87445533,49.42279549,2023-04-15,2023,Abandoned,3,Abandoned
37.87445533,49.42279549,2024-04-15,2024,Abandoned,3,Abandoned
37.26929717,48.27182486,2021-04-15,2021,Non-crop,2,Non-cropland
37.26929717,48.27182486,2022-04-15,2022,Non-crop,2,Non-cropland
37.26929717,48.27182486,2023-04-15,2023,Non-crop,2,Non-cropland
37.26929717,48.27182486,2024-04-15,2024,Non-crop,2,Non-cropland
37.52538788,47.75218665,2021-04-15,2021,Cultivated,1,Cropland
37.52538788,47.75218665,2022-04-15,2022,Abandoned,3,Abandoned
37.52538788,47.75218665,2023-04-15,2023,Abandoned,3,Abandoned
37.52538788,47.75218665,2024-04-15,2024,Abandoned,3,Abandoned
35.84660227,50.29193967,2021-04-15,2021,Cultivated,1,Cropland
35.84660227,50.29193967,2022-04-15,2022,Cultivated,1,Cropland
35.84660227,50.29193967,2023-04-15,2023,Cultivated,1,Cropland
35.84660227,50.29193967,2024-04-15,2024,Cultivated,1,Cropland
36.90943598,47.71795967,2021-04-15,2021,Cultivated,1,Cropland
36.90943598,47.71795967,2022-04-15,2022,Abandoned,3,Abandoned
36.90943598,47.71795967,2023-04-15,2023,Abandoned,3,Abandoned
36.90943598,47.71795967,2024-04-15,2024,Abandoned,3,Abandoned
33.48971133,46.92248198,2021-04-15,2021,Cultivated,1,Cropland
33.48971133,46.92248198,2022-04-15,2022,Cultivated,1,Cropland
33.48971133,46.92248198,2023-04-15,2023,Abandoned,3,Abandoned
33.48971133,46.92248198,2024-04-15,2024,Abandoned,3,Abandoned
35.45485341,50.14392405,2021-04-15,2021,Non-crop,2,Non-cropland
35.45485341,50.14392405,2022-04-15,2022,Non-crop,2,Non-cropland
35.45485341,50.14392405,2023-04-15,2023,Non-crop,2,Non-cropland
35.45485341,50.14392405,2024-04-15,2024,Non-crop,2,Non-cropland
37.98094949,48.59815533,2021-04-15,2021,Non-crop,2,Non-cropland
37.98094949,48.59815533,2022-04-15,2022,Non-crop,2,Non-cropland
37.98094949,48.59815533,2023-04-15,2023,Non-crop,2,Non-cropland
37.98094949,48.59815533,2024-04-15,2024,Non-crop,2,Non-cropland
37.48263268,48.10453809,2021-04-15,2021,Non-crop,2,Non-cropland
37.48263268,48.10453809,2022-04-15,2022,Non-crop,2,Non-cropland
37.48263268,48.10453809,2023-04-15,2023,Non-crop,2,Non-cropland
37.48263268,48.10453809,2024-04-15,2024,Non-crop,2,Non-cropland
37.19657539,47.96961968,2021-04-15,2021,Cultivated,1,Cropland
37.19657539,47.96961968,2022-04-15,2022,Abandoned,3,Abandoned
37.19657539,47.96961968,2023-04-15,2023,Abandoned,3,Abandoned
37.19657539,47.96961968,2024-04-15,2024,Fallow,4,Fallow
35.38088064,47.5286063,2021-04-15,2021,Cultivated,1,Cropland
35.38088064,47.5286063,2022-04-15,2022,Abandoned,3,Abandoned
35.38088064,47.5286063,2023-04-15,2023,Abandoned,3,Abandoned
35.38088064,47.5286063,2024-04-15,2024,Abandoned,3,Abandoned
34.25038713,51.7790286,2021-04-15,2021,Non-crop,2,Non-cropland
34.25038713,51.7790286,2022-04-15,2022,Non-crop,2,Non-cropland
34.25038713,51.7790286,2023-04-15,2023,Non-crop,2,Non-cropland
34.25038713,51.7790286,2024-04-15,2024,Non-crop,2,Non-cropland
33.58588761,47.01483045,2021-04-15,2021,Non-crop,2,Non-cropland
33.58588761,47.01483045,2022-04-15,2022,Non-crop,2,Non-cropland
33.58588761,47.01483045,2023-04-15,2023,Non-crop,2,Non-cropland
33.58588761,47.01483045,2024-04-15,2024,Non-crop,2,Non-cropland
33.69451391,47.26678208,2021-04-15,2021,Cultivated,1,Cropland
33.69451391,47.26678208,2022-04-15,2022,Abandoned,3,Abandoned
33.69451391,47.26678208,2023-04-15,2023,Cultivated,1,Cropland
33.69451391,47.26678208,2024-04-15,2024,Fallow,4,Fallow
38.10206996,48.35601788,2021-04-15,2021,Non-crop,2,Non-cropland
38.10206996,48.35601788,2022-04-15,2022,Non-crop,2,Non-cropland
38.10206996,48.35601788,2023-04-15,2023,Non-crop,2,Non-cropland
38.10206996,48.35601788,2024-04-15,2024,Non-crop,2,Non-cropland
33.54869191,46.86022562,2021-04-15,2021,Cultivated,1,Cropland
33.54869191,46.86022562,2022-04-15,2022,Cultivated,1,Cropland
33.54869191,46.86022562,2023-04-15,2023,Cultivated,1,Cropland
33.54869191,46.86022562,2024-04-15,2024,Cultivated,1,Cropland
31.89626887,51.02597517,2021-04-15,2021,Non-crop,2,Non-cropland
31.89626887,51.02597517,2022-04-15,2022,Non-crop,2,Non-cropland
31.89626887,51.02597517,2023-04-15,2023,Non-crop,2,Non-cropland
31.89626887,51.02597517,2024-04-15,2024,Non-crop,2,Non-cropland
36.28976005,50.00509317,2021-04-15,2021,Non-crop,2,Non-cropland
36.28976005,50.00509317,2022-04-15,2022,Non-crop,2,Non-cropland
36.28976005,50.00509317,2023-04-15,2023,Non-crop,2,Non-cropland
36.28976005,50.00509317,2024-04-15,2024,Non-crop,2,Non-cropland
34.55363021,47.53786472,2021-04-15,2021,Non-crop,2,Non-cropland
34.55363021,47.53786472,2022-04-15,2022,Non-crop,2,Non-cropland
34.55363021,47.53786472,2023-04-15,2023,Non-crop,2,Non-cropland
34.55363021,47.53786472,2024-04-15,2024,Non-crop,2,Non-cropland
33.94361304,47.44275857,2021-04-15,2021,Non-crop,2,Non-cropland
33.94361304,47.44275857,2022-04-15,2022,Non-crop,2,Non-cropland
33.94361304,47.44275857,2023-04-15,2023,Non-crop,2,Non-cropland
33.94361304,47.44275857,2024-04-15,2024,Non-crop,2,Non-cropland
37.39629173,47.99631357,2021-04-15,2021,Non-crop,2,Non-cropland
37.39629173,47.99631357,2022-04-15,2022,Non-crop,2,Non-cropland
37.39629173,47.99631357,2023-04-15,2023,Non-crop,2,Non-cropland
37.39629173,47.99631357,2024-04-15,2024,Non-crop,2,Non-cropland
36.73575445,47.91039152,2021-04-15,2021,Non-crop,2,Non-cropland
36.73575445,47.91039152,2022-04-15,2022,Non-crop,2,Non-cropland
36.73575445,47.91039152,2023-04-15,2023,Non-crop,2,Non-cropland
36.73575445,47.91039152,2024-04-15,2024,Non-crop,2,Non-cropland
37.44742168,48.08561707,2021-04-15,2021,Cultivated,1,Cropland
37.44742168,48.08561707,2022-04-15,2022,Cultivated,1,Cropland
37.44742168,48.08561707,2023-04-15,2023,Cultivated,1,Cropland
37.44742168,48.08561707,2024-04-15,2024,Abandoned,3,Abandoned
38.1097874,48.6095148,2021-04-15,2021,Cultivated,1,Cropland
38.1097874,48.6095148,2022-04-15,2022,Abandoned,3,Abandoned
38.1097874,48.6095148,2023-04-15,2023,Abandoned,3,Abandoned
38.1097874,48.6095148,2024-04-15,2024,Abandoned,3,Abandoned
37.62400415,48.71020305,2021-04-15,2021,Non-crop,2,Non-cropland
37.62400415,48.71020305,2022-04-15,2022,Non-crop,2,Non-cropland
37.62400415,48.71020305,2023-04-15,2023,Non-crop,2,Non-cropland
37.62400415,48.71020305,2024-04-15,2024,Non-crop,2,Non-cropland
35.77364397,47.23977981,2021-04-15,2021,Cultivated,1,Cropland
35.77364397,47.23977981,2022-04-15,2022,Cultivated,1,Cropland
35.77364397,47.23977981,2023-04-15,2023,Cultivated,1,Cropland
35.77364397,47.23977981,2024-04-15,2024,Abandoned,3,Abandoned
37.4477508,47.73721385,2021-04-15,2021,Cultivated,1,Cropland
37.4477508,47.73721385,2022-04-15,2022,Fallow,4,Fallow
37.4477508,47.73721385,2023-04-15,2023,Abandoned,3,Abandoned
37.4477508,47.73721385,2024-04-15,2024,Abandoned,3,Abandoned
36.20546215,49.93840623,2021-04-15,2021,Non-crop,2,Non-cropland
36.20546215,49.93840623,2022-04-15,2022,Non-crop,2,Non-cropland
36.20546215,49.93840623,2023-04-15,2023,Non-crop,2,Non-cropland
36.20546215,49.93840623,2024-04-15,2024,Non-crop,2,Non-cropland
35.95170322,50.36399398,2021-04-15,2021,Non-crop,2,Non-cropland
35.95170322,50.36399398,2022-04-15,2022,Non-crop,2,Non-cropland
35.95170322,50.36399398,2023-04-15,2023,Non-crop,2,Non-cropland
35.95170322,50.36399398,2024-04-15,2024,Non-crop,2,Non-cropland
35.29698645,50.57426128,2021-04-15,2021,Cultivated,1,Cropland
35.29698645,50.57426128,2022-04-15,2022,Cultivated,1,Cropland
35.29698645,50.57426128,2023-04-15,2023,Cultivated,1,Cropland
35.29698645,50.57426128,2024-04-15,2024,Cultivated,1,Cropland
34.99698528,50.3118636,2021-04-15,2021,Cultivated,1,Cropland
34.99698528,50.3118636,2022-04-15,2022,Cultivated,1,Cropland
34.99698528,50.3118636,2023-04-15,2023,Cultivated,1,Cropland
34.99698528,50.3118636,2024-04-15,2024,Cultivated,1,Cropland
32.67837923,46.65538909,2021-04-15,2021,Non-crop,2,Non-cropland
32.67837923,46.65538909,2022-04-15,2022,Non-crop,2,Non-cropland
32.67837923,46.65538909,2023-04-15,2023,Non-crop,2,Non-cropland
32.67837923,46.65538909,2024-04-15,2024,Non-crop,2,Non-cropland
37.42607078,47.68342887,2021-04-15,2021,Non-crop,2,Non-cropland
37.42607078,47.68342887,2022-04-15,2022,Non-crop,2,Non-cropland
37.42607078,47.68342887,2023-04-15,2023,Non-crop,2,Non-cropland
37.42607078,47.68342887,2024-04-15,2024,Non-crop,2,Non-cropland
32.16480021,46.66304901,2021-04-15,2021,Cultivated,1,Cropland
32.16480021,46.66304901,2022-04-15,2022,Abandoned,3,Abandoned
32.16480021,46.66304901,2023-04-15,2023,Fallow,4,Fallow
32.16480021,46.66304901,2024-04-15,2024,Cultivated,1,Cropland
35.10655439,47.77593183,2021-04-15,2021,Cultivated,1,Cropland
35.10655439,47.77593183,2022-04-15,2022,Cultivated,1,Cropland
35.10655439,47.77593183,2023-04-15,2023,Fallow,4,Fallow
35.10655439,47.77593183,2024-04-15,2024,Cultivated,1,Cropland
36.26416198,50.27932479,2021-04-15,2021,Non-crop,2,Non-cropland
36.26416198,50.27932479,2022-04-15,2022,Non-crop,2,Non-cropland
36.26416198,50.27932479,2023-04-15,2023,Non-crop,2,Non-cropland
36.26416198,50.27932479,2024-04-15,2024,Non-crop,2,Non-cropland
35.46256323,47.60065151,2021-04-15,2021,Cultivated,1,Cropland
35.46256323,47.60065151,2022-04-15,2022,Cultivated,1,Cropland
35.46256323,47.60065151,2023-04-15,2023,Abandoned,3,Abandoned
35.46256323,47.60065151,2024-04-15,2024,Abandoned,3,Abandoned
38.13480209,48.48187181,2021-04-15,2021,Non-crop,2,Non-cropland
38.13480209,48.48187181,2022-04-15,2022,Non-crop,2,Non-cropland
38.13480209,48.48187181,2023-04-15,2023,Non-crop,2,Non-cropland
38.13480209,48.48187181,2024-04-15,2024,Non-crop,2,Non-cropland
38.15592705,48.8210225,2021-04-15,2021,Cultivated,1,Cropland
38.15592705,48.8210225,2022-04-15,2022,Cultivated,1,Cropland
38.15592705,48.8210225,2023-04-15,2023,Abandoned,3,Abandoned
38.15592705,48.8210225,2024-04-15,2024,Abandoned,3,Abandoned
30.29483238,50.46193748,2021-04-15,2021,Non-crop,2,Non-cropland
30.29483238,50.46193748,2022-04-15,2022,Non-crop,2,Non-cropland
30.29483238,50.46193748,2023-04-15,2023,Non-crop,2,Non-cropland
30.29483238,50.46193748,2024-04-15,2024,Non-crop,2,Non-cropland
33.86414325,47.49844427,2021-04-15,2021,Cultivated,1,Cropland
33.86414325,47.49844427,2022-04-15,2022,Abandoned,3,Abandoned
33.86414325,47.49844427,2023-04-15,2023,Cultivated,1,Cropland
33.86414325,47.49844427,2024-04-15,2024,Fallow,4,Fallow
37.7157016,48.32574837,2021-04-15,2021,Cultivated,1,Cropland
37.7157016,48.32574837,2022-04-15,2022,Abandoned,3,Abandoned
37.7157016,48.32574837,2023-04-15,2023,Abandoned,3,Abandoned
37.7157016,48.32574837,2024-04-15,2024,Abandoned,3,Abandoned
34.43442176,51.21082525,2021-04-15,2021,Cultivated,1,Cropland
34.43442176,51.21082525,2022-04-15,2022,Cultivated,1,Cropland
34.43442176,51.21082525,2023-04-15,2023,Cultivated,1,Cropland
34.43442176,51.21082525,2024-04-15,2024,Fallow,4,Fallow
38.23985165,48.65497933,2021-04-15,2021,Cultivated,1,Cropland
38.23985165,48.65497933,2022-04-15,2022,Abandoned,3,Abandoned
38.23985165,48.65497933,2023-04-15,2023,Abandoned,3,Abandoned
38.23985165,48.65497933,2024-04-15,2024,Abandoned,3,Abandoned
36.73669376,50.23262672,2021-04-15,2021,Non-crop,2,Non-cropland
36.73669376,50.23262672,2022-04-15,2022,Non-crop,2,Non-cropland
36.73669376,50.23262672,2023-04-15,2023,Non-crop,2,Non-cropland
36.73669376,50.23262672,2024-04-15,2024,Non-crop,2,Non-cropland
35.28218284,50.9549434,2021-04-15,2021,Non-crop,2,Non-cropland
35.28218284,50.9549434,2022-04-15,2022,Non-crop,2,Non-cropland
35.28218284,50.9549434,2023-04-15,2023,Non-crop,2,Non-cropland
35.28218284,50.9549434,2024-04-15,2024,Non-crop,2,Non-cropland
37.27204871,47.76897925,2021-04-15,2021,Cultivated,1,Cropland
37.27204871,47.76897925,2022-04-15,2022,Abandoned,3,Abandoned
37.27204871,47.76897925,2023-04-15,2023,Abandoned,3,Abandoned
37.27204871,47.76897925,2024-04-15,2024,Abandoned,3,Abandoned
37.34380435,47.79306736,2021-04-15,2021,Non-crop,2,Non-cropland
37.34380435,47.79306736,2022-04-15,2022,Non-crop,2,Non-cropland
37.34380435,47.79306736,2023-04-15,2023,Non-crop,2,Non-cropland
37.34380435,47.79306736,2024-04-15,2024,Non-crop,2,Non-cropland
33.56356153,47.28538441,2021-04-15,2021,Non-crop,2,Non-cropland
33.56356153,47.28538441,2022-04-15,2022,Non-crop,2,Non-cropland
33.56356153,47.28538441,2023-04-15,2023,Non-crop,2,Non-cropland
33.56356153,47.28538441,2024-04-15,2024,Non-crop,2,Non-cropland
33.63175084,44.62992767,2021-04-15,2021,Non-crop,2,Non-cropland
33.63175084,44.62992767,2022-04-15,2022,Non-crop,2,Non-cropland
33.63175084,44.62992767,2023-04-15,2023,Non-crop,2,Non-cropland
33.63175084,44.62992767,2024-04-15,2024,Non-crop,2,Non-cropland
37.38151248,48.34401605,2021-04-15,2021,Cultivated,1,Cropland
37.38151248,48.34401605,2022-04-15,2022,Cultivated,1,Cropland
37.38151248,48.34401605,2023-04-15,2023,Cultivated,1,Cropland
37.38151248,48.34401605,2024-04-15,2024,Cultivated,1,Cropland
38.25541384,49.02058476,2021-04-15,2021,Non-crop,2,Non-cropland
38.25541384,49.02058476,2022-04-15,2022,Non-crop,2,Non-cropland
38.25541384,49.02058476,2023-04-15,2023,Non-crop,2,Non-cropland
38.25541384,49.02058476,2024-04-15,2024,Non-crop,2,Non-cropland
32.77645033,46.63344209,2021-04-15,2021,Non-crop,2,Non-cropland
32.77645033,46.63344209,2022-04-15,2022,Non-crop,2,Non-cropland
32.77645033,46.63344209,2023-04-15,2023,Non-crop,2,Non-cropland
32.77645033,46.63344209,2024-04-15,2024,Non-crop,2,Non-cropland
34.24485269,51.14056955,2021-04-15,2021,Cultivated,1,Cropland
34.24485269,51.14056955,2022-04-15,2022,Cultivated,1,Cropland
34.24485269,51.14056955,2023-04-15,2023,Cultivated,1,Cropland
34.24485269,51.14056955,2024-04-15,2024,Cultivated,1,Cropland
37.29508805,48.15948468,2021-04-15,2021,Non-crop,2,Non-cropland
37.29508805,48.15948468,2022-04-15,2022,Non-crop,2,Non-cropland
37.29508805,48.15948468,2023-04-15,2023,Non-crop,2,Non-cropland
37.29508805,48.15948468,2024-04-15,2024,Non-crop,2,Non-cropland
34.87202122,50.3518736,2021-04-15,2021,Non-crop,2,Non-cropland
34.87202122,50.3518736,2022-04-15,2022,Non-crop,2,Non-cropland
34.87202122,50.3518736,2023-04-15,2023,Non-crop,2,Non-cropland
34.87202122,50.3518736,2024-04-15,2024,Non-crop,2,Non-cropland
37.81329449,47.9508383,2021-04-15,2021,Non-crop,2,Non-cropland
37.81329449,47.9508383,2022-04-15,2022,Non-crop,2,Non-cropland
37.81329449,47.9508383,2023-04-15,2023,Non-crop,2,Non-cropland
37.81329449,47.9508383,2024-04-15,2024,Non-crop,2,Non-cropland
37.69045706,49.72617688,2021-04-15,2021,Non-crop,2,Non-cropland
37.69045706,49.72617688,2022-04-15,2022,Non-crop,2,Non-cropland
37.69045706,49.72617688,2023-04-15,2023,Non-crop,2,Non-cropland
37.69045706,49.72617688,2024-04-15,2024,Non-crop,2,Non-cropland
33.5664994,46.95758105,2021-04-15,2021,Non-crop,2,Non-cropland
33.5664994,46.95758105,2022-04-15,2022,Non-crop,2,Non-cropland
33.5664994,46.95758105,2023-04-15,2023,Non-crop,2,Non-cropland
33.5664994,46.95758105,2024-04-15,2024,Non-crop,2,Non-cropland
37.47876942,48.60197708,2021-04-15,2021,Non-crop,2,Non-cropland
37.47876942,48.60197708,2022-04-15,2022,Non-crop,2,Non-cropland
37.47876942,48.60197708,2023-04-15,2023,Non-crop,2,Non-cropland
37.47876942,48.60197708,2024-04-15,2024,Non-crop,2,Non-cropland
37.55293111,48.14906642,2021-04-15,2021,Non-crop,2,Non-cropland
37.55293111,48.14906642,2022-04-15,2022,Non-crop,2,Non-cropland
37.55293111,48.14906642,2023-04-15,2023,Non-crop,2,Non-cropland
37.55293111,48.14906642,2024-04-15,2024,Non-crop,2,Non-cropland
36.53674434,50.17567062,2021-04-15,2021,Non-crop,2,Non-cropland
36.53674434,50.17567062,2022-04-15,2022,Non-crop,2,Non-cropland
36.53674434,50.17567062,2023-04-15,2023,Non-crop,2,Non-cropland
36.53674434,50.17567062,2024-04-15,2024,Non-crop,2,Non-cropland
31.67835015,46.51801514,2021-04-15,2021,Non-crop,2,Non-cropland
31.67835015,46.51801514,2022-04-15,2022,Non-crop,2,Non-cropland
31.67835015,46.51801514,2023-04-15,2023,Non-crop,2,Non-cropland
31.67835015,46.51801514,2024-04-15,2024,Non-crop,2,Non-cropland
35.80344579,50.31351142,2021-04-15,2021,Cultivated,1,Cropland
35.80344579,50.31351142,2022-04-15,2022,Cultivated,1,Cropland
35.80344579,50.31351142,2023-04-15,2023,Cultivated,1,Cropland
35.80344579,50.31351142,2024-04-15,2024,Cultivated,1,Cropland
34.69000094,51.00341684,2021-04-15,2021,Non-crop,2,Non-cropland
34.69000094,51.00341684,2022-04-15,2022,Non-crop,2,Non-cropland
34.69000094,51.00341684,2023-04-15,2023,Non-crop,2,Non-cropland
34.69000094,51.00341684,2024-04-15,2024,Non-crop,2,Non-cropland
35.33914334,47.51126443,2021-04-15,2021,Cultivated,1,Cropland
35.33914334,47.51126443,2022-04-15,2022,Cultivated,1,Cropland
35.33914334,47.51126443,2023-04-15,2023,Abandoned,3,Abandoned
35.33914334,47.51126443,2024-04-15,2024,Abandoned,3,Abandoned
37.96688989,48.59062782,2021-04-15,2021,Non-crop,2,Non-cropland
37.96688989,48.59062782,2022-04-15,2022,Non-crop,2,Non-cropland
37.96688989,48.59062782,2023-04-15,2023,Non-crop,2,Non-cropland
37.96688989,48.59062782,2024-04-15,2024,Non-crop,2,Non-cropland
37.43245576,47.81867532,2021-04-15,2021,Cultivated,1,Cropland
37.43245576,47.81867532,2022-04-15,2022,Abandoned,3,Abandoned
37.43245576,47.81867532,2023-04-15,2023,Abandoned,3,Abandoned
37.43245576,47.81867532,2024-04-15,2024,Abandoned,3,Abandoned
37.2207485,48.25914047,2021-04-15,2021,Cultivated,1,Cropland
37.2207485,48.25914047,2022-04-15,2022,Cultivated,1,Cropland
37.2207485,48.25914047,2023-04-15,2023,Cultivated,1,Cropland
37.2207485,48.25914047,2024-04-15,2024,Cultivated,1,Cropland
37.79048969,48.46877056,2021-04-15,2021,Fallow,4,Fallow
37.79048969,48.46877056,2022-04-15,2022,Cultivated,1,Cropland
37.79048969,48.46877056,2023-04-15,2023,Cultivated,1,Cropland
37.79048969,48.46877056,2024-04-15,2024,Abandoned,3,Abandoned
37.67481304,49.38913116,2021-04-15,2021,Cultivated,1,Cropland
37.67481304,49.38913116,2022-04-15,2022,Cultivated,1,Cropland
37.67481304,49.38913116,2023-04-15,2023,Cultivated,1,Cropland
37.67481304,49.38913116,2024-04-15,2024,Cultivated,1,Cropland
36.9727533,50.2075837,2021-04-15,2021,Cultivated,1,Cropland
36.9727533,50.2075837,2022-04-15,2022,Cultivated,1,Cropland
36.9727533,50.2075837,2023-04-15,2023,Cultivated,1,Cropland
36.9727533,50.2075837,2024-04-15,2024,Cultivated,1,Cropland
37.8109829,48.84780931,2021-04-15,2021,Non-crop,2,Non-cropland
37.8109829,48.84780931,2022-04-15,2022,Non-crop,2,Non-cropland
37.8109829,48.84780931,2023-04-15,2023,Non-crop,2,Non-cropland
37.8109829,48.84780931,2024-04-15,2024,Non-crop,2,Non-cropland
37.61838327,48.1814304,2021-04-15,2021,Cultivated,1,Cropland
37.61838327,48.1814304,2022-04-15,2022,Abandoned,3,Abandoned
37.61838327,48.1814304,2023-04-15,2023,Abandoned,3,Abandoned
37.61838327,48.1814304,2024-04-15,2024,Abandoned,3,Abandoned
34.23817297,51.28174542,2021-04-15,2021,Cultivated,1,Cropland
34.23817297,51.28174542,2022-04-15,2022,Abandoned,3,Abandoned
